h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3","2,4","2,5","2,6","2,7","2,8","2,9",3,"3,1","3,2","3,3"
"1,1","$48,13","$53,91","$59,30","$64,63","$70,45","$76,09","$82,17","$87,92","$94,08","$98,78","$103,72","$108,91","$114,35","$120,07","$126,07","$131,12","$136,36","$141,82","$147,49","$153,39","$159,52","$165,91","$170,88","$176,01","$181,29","$186,73","$192,33","$198,10","$204,04"
"1,3","$51,50","$57,68","$63,45","$69,16","$75,38","$81,41","$87,92","$94,08","$100,66","$105,70","$110,98","$116,53","$122,36","$128,48","$134,90","$140,30","$145,91","$151,74","$157,81","$164,13","$170,69","$177,52","$182,84","$188,33","$193,98","$199,80","$205,79","$211,97","$218,33"
"1,5","$55,10","$61,72","$67,89","$74,00","$80,66","$87,11","$94,08","$100,66","$107,71","$113,10","$118,75","$124,69","$130,92","$137,47","$144,34","$150,12","$156,12","$162,37","$168,86","$175,62","$182,64","$189,95","$195,64","$201,51","$207,56","$213,79","$220,20","$226,81","$233,61"
"1,7","$58,96","$66,04","$72,64","$79,18","$86,30","$93,21","$100,66","$107,71","$115,25","$121,01","$127,06","$133,42","$140,09","$147,09","$154,45","$160,62","$167,05","$173,73","$180,68","$187,91","$195,42","$203,24","$209,34","$215,62","$222,09","$228,75","$235,61","$242,68","$249,96"
"1,9","$63,09","$70,66","$77,72","$84,72","$92,34","$99,73","$107,71","$115,25","$123,32","$129,48","$135,96","$142,76","$149,89","$157,39","$165,26","$171,87","$178,74","$185,89","$193,33","$201,06","$209,10","$217,47","$223,99","$230,71","$237,63","$244,76","$252,10","$259,67","$267,46"
"2,1","$66,87","$74,90","$82,39","$89,80","$97,89","$105,72","$114,17","$122,17","$130,72","$137,25","$144,12","$151,32","$158,89","$166,83","$175,17","$182,18","$189,47","$197,05","$204,93","$213,13","$221,65","$230,52","$237,43","$244,56","$251,89","$259,45","$267,23","$275,25","$283,51"
"2,3","$70,89","$79,39","$87,33","$95,19","$103,76","$112,06","$121,02","$129,50","$138,56","$145,49","$152,76","$160,40","$168,42","$176,84","$185,68","$193,11","$200,84","$208,87","$217,22","$225,91","$234,95","$244,35","$251,68","$259,23","$267,01","$275,02","$283,27","$291,77","$300,52"
"2,5","$75,14","$84,16","$92,57","$100,90","$109,98","$118,78","$128,29","$137,27","$146,87","$154,22","$161,93","$170,03","$178,53","$187,45","$196,83","$204,70","$212,89","$221,40","$230,26","$239,47","$249,05","$259,01","$266,78","$274,78","$283,03","$291,52","$300,27","$309,27","$318,55"
"2,7","$79,65","$89,21","$98,13","$106,96","$116,58","$125,91","$135,98","$145,50","$155,69","$163,47","$171,64","$180,23","$189,24","$198,70","$208,63","$216,98","$225,66","$234,69","$244,07","$253,84","$263,99","$274,55","$282,79","$291,27","$300,01","$309,01","$318,28","$327,83","$337,66"
"2,9","$83,63","$93,67","$103,03","$112,30","$122,41","$132,21","$142,78","$152,78","$163,47","$171,64","$180,23","$189,24","$198,70","$208,63","$219,07","$227,83","$236,94","$246,42","$256,28","$266,53","$277,19","$288,28","$296,92","$305,83","$315,01","$324,46",,,
"3,1","$87,81","$98,35","$108,18","$117,92","$128,53","$138,82","$149,92","$160,42","$171,64","$180,23","$189,24","$198,70","$208,63","$219,07","$230,02","$239,22","$248,79","$258,74","$269,09","$279,85","$291,05","$302,69","$311,77","$321,12","$330,76","$340,68",,,
"3,3","$92,20","$103,27","$113,59","$123,82","$134,96","$145,76","$157,42","$168,44","$180,22","$189,24","$198,70","$208,64","$219,06","$230,02","$241,52","$251,18","$261,23","$271,68","$282,54","$293,84","$305,60","$317,82","$327,36","$337,18","$347,30","$357,71",,,
"3,5","$96,81","$108,43","$119,27","$130,01","$141,70","$153,05","$165,29","$176,86","$189,23","$198,70","$208,64","$219,07","$230,01","$241,52","$253,60","$263,74","$274,29","$285,26","$296,67","$308,53","$320,88","$333,72","$343,73","$354,03","$364,66","$375,60",,,
"3,7","$101,65","$113,85","$125,23","$136,51","$148,79","$160,70","$173,55","$185,71","$198,69","$208,64","$219,07","$230,02","$241,52","$253,60","$266,28","$276,93","$288,01","$299,52","$311,51","$323,96","$336,93","$350,40","$360,91","$371,74","$382,90","$394,38",,,
"3,9","$106,73","$119,55","$131,49","$143,33","$156,23","$168,74","$182,23","$194,99","$208,63","$219,07","$230,02","$241,52","$253,59","$266,28","$279,59","$290,77","$302,41","$314,50","$327,08","$340,16","$353,77","$367,92","$378,96","$390,32","$402,04","$414,10",,,
"4,1","$112,07","$125,52","$138,07","$150,50","$164,04","$177,17","$191,34","$204,74","$219,06","$230,02","$241,52","$253,60","$266,27","$279,60","$293,57","$305,31","$317,53","$330,23","$343,43","$357,17","$371,46","$386,32","$397,91","$409,84","$422,14","$434,80",,,
"4,3","$117,67","$131,80","$144,97","$158,02","$172,24","$186,03","$200,91","$214,98","$230,01","$241,53","$253,60","$266,28","$279,58","$293,57","$308,25","$320,58","$333,40","$346,74","$360,61","$375,03","$390,03","$405,63","$417,80","$430,33","$443,25","$456,54",,,
"4,5","$123,56","$138,39","$152,22","$165,93","$180,85","$195,33","$210,95","$225,73","$241,51","$253,60","$266,28","$279,59","$293,56","$308,25","$323,66","$336,61","$350,07","$364,07","$378,64","$393,78","$409,54","$425,92","$438,69","$451,85","$465,41","$479,37",,,
