h,"0,4","0,5","0,6","0,7","0,8","0,9","1,0","1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8"
"0,5","$37,27","$42,16","$47,03","$51,91","$56,76","$61,65","$66,53","$71,40","$76,29","$81,16","$86,04","$91,20","$96,67","$102,47","$108,62"
"0,6","$39,35","$44,25","$49,11","$53,99","$58,86","$63,74","$68,60","$73,48","$78,36","$83,24","$88,11","$93,39","$99,00","$104,94","$111,23"
"0,7","$41,43","$46,32","$51,17","$56,06","$60,92","$65,81","$70,69","$75,56","$80,42","$85,29","$90,18","$95,59","$101,32","$107,40","$113,85"
"0,8","$43,51","$48,39","$53,26","$58,11","$63,00","$67,87","$72,74","$77,61","$82,51","$87,38","$92,25","$97,78","$103,65","$109,87","$116,46"
"0,9","$45,57","$50,46","$55,32","$60,20","$65,09","$69,95","$74,83","$79,69","$84,59","$89,46","$94,32","$99,98","$105,98","$112,34","$119,08"
"1,0","$47,64","$52,51","$57,41","$62,28","$67,14","$72,02","$76,91","$81,77","$86,66","$91,52","$96,41","$102,20","$108,33","$114,83","$121,72"
"1,1","$50,73","$55,69","$60,67","$65,64","$70,61","$75,58","$78,98","$83,84","$88,72","$93,59","$98,48","$104,39","$110,65","$117,29","$124,33"
"1,2","$52,84","$58,94","$64,01","$69,09","$72,74","$77,68","$81,03","$85,91","$90,80","$95,68","$100,55","$106,58","$112,98","$119,76","$126,94"
"1,3","$56,03","$61,68","$66,79","$71,91","$76,30","$79,80","$83,12","$88,00","$92,88","$97,75","$102,62","$108,78","$115,31","$122,22","$129,56"
"1,4","$58,18","$63,87","$68,98","$74,09","$78,46","$83,53","$85,19","$90,08","$94,94","$99,83","$104,70","$110,99","$117,64","$124,70","$132,19"
"1,5","$60,34","$66,03","$71,17","$76,27","$80,62","$85,69","$87,27","$92,14","$97,02","$101,90","$106,75","$113,16","$119,95","$127,14","$134,77"
"1,6","$61,60","$67,56","$72,63","$77,71","$82,75","$86,56","$89,32","$94,21","$99,10","$103,97","$108,85","$115,39","$122,31","$129,65","$137,43"
"1,7","$63,41","$69,70","$74,78","$79,87","$83,70","$88,27","$91,42","$96,29","$101,16","$106,05","$110,93","$117,58","$124,64","$132,11","$140,04"
"1,8","$65,51","$70,83","$75,84","$80,82","$85,41","$90,38","$93,48","$98,37","$103,24","$108,11","$113,01","$119,79","$126,97","$134,59","$142,67"
"1,9","$67,65","$72,61","$77,57","$82,55","$87,54","$92,49","$95,56","$100,44","$105,32","$110,17","$115,08","$121,98","$129,30","$137,06","$145,28"
"2,0","$69,76","$74,73","$79,67","$84,64","$89,65","$94,62","$97,63","$102,51","$107,39","$112,25","$117,16","$124,19","$131,64","$139,54","$147,91"
"2,1","$71,85","$76,97","$82,06","$87,18","$92,34","$97,45","$100,56","$105,59","$110,61","$115,62","$120,67","$127,91","$135,59","$143,72","$152,35"
"2,2","$74,01","$79,28","$84,52","$89,79","$95,11","$100,38","$103,58","$108,75","$113,93","$119,09","$124,29","$131,75","$139,65","$148,03","$156,92"
"2,3","$76,23","$81,65","$87,06","$92,49","$97,96","$103,39","$106,69","$112,02","$117,34","$122,66","$128,02","$135,70","$143,84","$152,47","$161,62"
"2,4","$78,51","$84,10","$89,67","$95,26","$100,90","$106,49","$109,89","$115,38","$120,86","$126,34","$131,86","$139,77","$148,16","$157,05","$166,47"
