h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3"
"0,5","$43,78","$47,61","$53,71","$59,72","$65,84","$71,85","$77,86","$83,97","$89,98","$96,00","$102,11","$108,12","$114,24","$120,24","$126,27","$132,37","$138,39","$144,40","$150,51"
"0,6","$44,23","$49,82","$56,19","$62,65","$69,01","$75,38","$81,85","$88,21","$94,68","$101,05","$107,42","$113,87","$120,24","$126,71","$133,07","$139,45","$145,89","$152,27","$158,73"
"0,7","$46,11","$51,94","$58,74","$65,48","$72,20","$79,02","$85,75","$92,55","$99,28","$106,08","$112,82","$119,53","$126,35","$133,07","$139,89","$146,61","$153,33","$160,14","$166,87"
"0,8","$46,99","$54,07","$61,24","$68,32","$75,48","$82,56","$89,73","$96,80","$103,96","$111,03","$118,22","$125,28","$132,37","$139,54","$146,61","$153,78","$160,86","$168,04","$175,10"
"0,9","$48,75","$56,28","$63,71","$71,24","$78,65","$86,20","$93,61","$101,13","$108,58","$116,08","$123,52","$131,04","$138,48","$145,99","$153,44","$160,86","$168,38","$175,81","$183,34"
1,"$52,64","$60,74","$68,93","$75,54","$83,57","$91,52","$97,60","$105,38","$113,26","$121,04","$128,91","$136,70","$144,57","$152,36","$160,25","$168,04","$175,90","$183,68","$191,55"
"1,1","$54,48","$63,03","$71,50","$78,52","$86,82","$95,21","$101,49","$109,73","$117,85","$126,09","$134,21","$142,45","$150,59","$158,82","$166,97","$175,19","$183,34","$191,55","$199,69"
"1,2","$56,31","$65,24","$74,07","$81,40","$90,16","$98,81","$105,48","$113,96","$122,54","$131,04","$139,61","$148,12","$156,70","$165,29","$173,77","$182,36","$190,85","$199,45","$207,93"
"1,3","$58,25","$68,09","$77,50","$85,94","$95,25","$104,53","$109,37","$118,31","$127,15","$136,08","$144,93","$153,86","$162,81","$171,64","$180,60","$189,44","$198,39","$207,23","$216,15"
"1,4","$60,08","$70,43","$80,09","$88,99","$98,56","$106,13","$113,36","$122,54","$131,84","$141,03","$150,32","$159,62","$168,82","$178,10","$187,32","$196,59","$205,90","$215,09","$224,40"
"1,5","$61,93","$71,95","$81,99","$91,94","$100,00","$109,84","$117,24","$126,89","$136,44","$146,07","$155,73","$165,29","$174,93","$184,57","$194,13","$203,78","$213,32","$222,96","$232,62"
"1,6","$63,88","$74,16","$84,57","$94,96","$103,26","$113,44","$121,23","$131,13","$141,13","$151,12","$161,03","$171,03","$181,03","$190,93","$200,94","$210,85","$220,86","$230,86","$240,76"
"1,7","$64,44","$76,47","$87,14","$97,41","$106,59","$117,05","$125,11","$135,47","$145,73","$156,07","$166,44","$176,68","$187,04","$197,40","$207,75","$218,02","$228,37","$238,72","$248,99"
"1,8","$66,24","$77,18","$88,10","$99,02","$109,84","$120,76","$129,10","$139,71","$150,41","$161,12","$171,74","$182,45","$193,15","$203,85","$214,47","$225,18","$235,88","$246,50","$257,22"
"1,9","$68,12","$79,32","$90,62","$101,89","$113,17","$124,37","$132,99","$144,06","$155,10","$166,08","$177,13","$188,19","$199,17","$210,23","$221,29","$232,35","$243,32","$254,38","$265,44"
2,"$69,16","$79,99","$91,41","$102,74","$114,14","$125,55","$136,96","$148,29","$159,71","$171,12","$182,52","$193,85","$205,28","$216,68","$228,11","$239,43","$250,83","$262,25","$273,67"
"2,1","$70,33","$82,10","$93,87","$105,66","$117,40","$129,10","$140,86","$152,64","$164,40","$176,08","$187,85","$199,62","$211,39","$223,07","$234,84","$246,61","$258,37","$270,13","$281,80"
"2,2","$72,20","$84,32","$96,36","$108,47","$120,60","$132,73","$144,84","$156,88","$168,99","$181,12","$193,23","$205,36","$217,39","$229,52","$241,64","$253,75","$265,88","$277,92","$290,04"
"2,3","$73,98","$86,44","$98,91","$111,40","$123,78","$136,27","$148,74","$161,22","$173,70","$186,16","$198,55","$211,01","$223,50","$235,97","$248,46","$260,83","$273,32","$285,79","$298,28"
"2,4","$75,74","$88,57","$101,40","$114,24","$127,07","$139,89","$152,71","$165,46","$178,29","$191,11","$203,95","$216,78","$229,60","$242,34","$255,19","$268,00","$280,84","$293,66","$306,49"
"2,5","$77,59","$90,78","$103,96","$117,06","$130,24","$143,44","$156,61","$169,80","$182,96","$196,16","$209,34","$222,45","$235,63","$248,82","$262,00","$275,18","$288,35","$301,54","$314,71"
"2,6","$79,35","$92,91","$106,46","$119,98","$133,52","$147,06","$160,59","$174,04","$187,57","$201,10","$214,65","$228,18","$241,74","$255,27","$268,80","$282,34","$295,87","$309,32","$322,87"
"2,7","$81,15","$95,02","$108,92","$122,82","$136,70","$150,59","$164,48","$178,39","$192,27","$206,15","$220,04",,,,,,,,
"2,8","$83,01","$97,24","$111,50","$125,74","$139,99","$154,23","$168,38","$182,63","$196,87","$211,11","$225,37",,,,,,,,
"2,9","$84,77","$99,36","$113,96","$128,56","$143,15","$157,76","$172,35","$186,96","$201,56","$216,15","$230,75",,,,,,,,
3,"$86,54","$101,49","$116,45","$131,41","$146,36","$161,32","$176,25","$191,21","$206,15","$221,10","$236,07",,,,,,,,
"3,1","$88,40","$103,71","$119,01","$134,32","$149,62","$164,92","$180,22","$195,56","$210,85","$226,15","$241,46",,,,,,,,
"3,2","$90,16","$105,83","$121,48","$137,14","$152,80","$168,47","$184,13","$199,79","$215,55","$231,20","$246,86",,,,,,,,
"3,3","$91,94","$108,04","$124,06","$140,06","$156,07","$172,11","$188,11","$204,13","$220,13","$236,15","$252,18",,,,,,,,
"3,4","$93,79","$110,15","$126,54","$142,90","$159,28","$175,64","$192,01","$208,47","$224,84","$241,20","$257,57",,,,,,,,
"3,5","$95,56","$112,29","$129,01","$145,82","$162,54","$179,27","$195,98","$212,71","$229,43","$246,15","$262,88",,,,,,,,
"3,6","$97,32","$114,49","$131,58","$148,64","$165,73","$182,80","$199,88","$217,05","$234,12","$251,20","$268,27",,,,,,,,
"3,7","$99,20","$116,61","$134,05","$151,49","$168,99","$186,43","$203,85","$221,29","$238,72","$256,16","$273,67",,,,,,,,
"3,8","$100,96","$118,75","$136,62","$154,41","$172,18","$189,97","$207,75","$225,63","$243,42","$261,20","$278,97",,,,,,,,
"3,9","$102,81","$120,95","$139,10","$157,22","$175,36","$193,60","$211,73","$229,88","$248,02","$266,24","$284,37",,,,,,,,
4,"$104,58","$123,07","$141,56","$160,14","$178,63","$197,13","$215,62","$234,22","$252,70","$271,18","$289,69",,,,,,,,
